,pathway,gene_symbol
2073,Pyruvate metabolism,ME2
2074,Pyruvate metabolism,ME3
2075,Pyruvate metabolism,PC
2076,Pyruvate metabolism,ZADH2
2077,ROS detoxification,CAT
2078,ROS detoxification,SOD1
2079,ROS detoxification,SOD2
2080,ROS detoxification,SOD3
2081,Sphingolipid metabolism,644378_AT1
2082,Sphingolipid metabolism,A4GALT
2083,Sphingolipid metabolism,A4GNT
2084,Sphingolipid metabolism,ACER1
2085,Sphingolipid metabolism,ACER2
2086,Sphingolipid metabolism,ACER3
2087,Sphingolipid metabolism,ALG1L
2088,Sphingolipid metabolism,ALG1L2
2089,Sphingolipid metabolism,ARSA
2090,Sphingolipid metabolism,ASAH1
2091,Sphingolipid metabolism,ASAH2
2092,Sphingolipid metabolism,B3GALNT1
2093,Sphingolipid metabolism,B3GALNT2
2094,Sphingolipid metabolism,B3GALT1
2095,Sphingolipid metabolism,B3GALT2
2096,Sphingolipid metabolism,B3GALT4
2097,Sphingolipid metabolism,B3GALT5
2098,Sphingolipid metabolism,B3GLCT
2099,Sphingolipid metabolism,B3GNT2
2100,Sphingolipid metabolism,B3GNT3
2101,Sphingolipid metabolism,B3GNT4
2102,Sphingolipid metabolism,B3GNT5
2103,Sphingolipid metabolism,B3GNT6
2104,Sphingolipid metabolism,B3GNT7
2105,Sphingolipid metabolism,B3GNT8
2106,Sphingolipid metabolism,B3GNT9
2107,Sphingolipid metabolism,B3GNTL1
2108,Sphingolipid metabolism,B4GALNT1
2109,Sphingolipid metabolism,B4GALNT2
2110,Sphingolipid metabolism,B4GALNT3
2111,Sphingolipid metabolism,B4GALNT4
2112,Sphingolipid metabolism,B4GALT1
2113,Sphingolipid metabolism,B4GALT2
2114,Sphingolipid metabolism,B4GALT3
2115,Sphingolipid metabolism,B4GALT4
2116,Sphingolipid metabolism,B4GALT5
2117,Sphingolipid metabolism,B4GALT6
2118,Sphingolipid metabolism,B4GALT7
2119,Sphingolipid metabolism,CERK
2120,Sphingolipid metabolism,CERS1
2121,Sphingolipid metabolism,CERS2
2122,Sphingolipid metabolism,CERS3
2123,Sphingolipid metabolism,CERS4
2124,Sphingolipid metabolism,CERS5
2125,Sphingolipid metabolism,CERS6
2126,Sphingolipid metabolism,CTSA
2127,Sphingolipid metabolism,DEGS1
2128,Sphingolipid metabolism,DEGS2
2129,Sphingolipid metabolism,ENPP7
2130,Sphingolipid metabolism,FUT1
2131,Sphingolipid metabolism,FUT10
2132,Sphingolipid metabolism,FUT11
2133,Sphingolipid metabolism,FUT4
2134,Sphingolipid metabolism,FUT7
2135,Sphingolipid metabolism,FUT9
2136,Sphingolipid metabolism,GAL3ST1
2137,Sphingolipid metabolism,GALC
2138,Sphingolipid metabolism,GALNS
2139,Sphingolipid metabolism,GALNT7
2140,Sphingolipid metabolism,GALNTL5
2141,Sphingolipid metabolism,GBA
2142,Sphingolipid metabolism,GBA2
2143,Sphingolipid metabolism,GBGT1
2144,Sphingolipid metabolism,GCNT7
2145,Sphingolipid metabolism,GLA
2146,Sphingolipid metabolism,GLB1
2147,Sphingolipid metabolism,GLT6D1
2148,Sphingolipid metabolism,GLT8D1
2149,Sphingolipid metabolism,GLT8D2
2150,Sphingolipid metabolism,GM2A
2151,Sphingolipid metabolism,HEXA
2152,Sphingolipid metabolism,HEXB
2153,Sphingolipid metabolism,KDSR
2154,Sphingolipid metabolism,LPIN1
2155,Sphingolipid metabolism,LPIN2
2156,Sphingolipid metabolism,LPIN3
2157,Sphingolipid metabolism,MGAT4D
2158,Sphingolipid metabolism,MGAT5B
2159,Sphingolipid metabolism,NAGA
2160,Sphingolipid metabolism,NEU1
2161,Sphingolipid metabolism,NEU2
2162,Sphingolipid metabolism,NEU3
2163,Sphingolipid metabolism,OGT
2164,Sphingolipid metabolism,PIGB
2165,Sphingolipid metabolism,PIGM
2166,Sphingolipid metabolism,PIGV
2167,Sphingolipid metabolism,PIGZ
2168,Sphingolipid metabolism,PLPP1
2169,Sphingolipid metabolism,PLPP2
2170,Sphingolipid metabolism,PLPP3
2171,Sphingolipid metabolism,PLPP4
2172,Sphingolipid metabolism,PLPP5
2173,Sphingolipid metabolism,PLPPR2
2174,Sphingolipid metabolism,PLPPR3
2175,Sphingolipid metabolism,PLPPR4
2176,Sphingolipid metabolism,POGLUT1
2177,Sphingolipid metabolism,POMGNT1
2178,Sphingolipid metabolism,PSAP
2179,Sphingolipid metabolism,SGMS1
2180,Sphingolipid metabolism,SGMS2
2181,Sphingolipid metabolism,SGPL1
2182,Sphingolipid metabolism,SGPP1
2183,Sphingolipid metabolism,SGPP2
2184,Sphingolipid metabolism,SLC33A1
2185,Sphingolipid metabolism,SMPD1
2186,Sphingolipid metabolism,SMPD2
2187,Sphingolipid metabolism,SMPD3
2188,Sphingolipid metabolism,SMPD4
2189,Sphingolipid metabolism,SPHK1
2190,Sphingolipid metabolism,SPHK2
2191,Sphingolipid metabolism,SPTLC1
2192,Sphingolipid metabolism,SPTLC2
2193,Sphingolipid metabolism,SPTLC3
2194,Sphingolipid metabolism,ST3GAL2
2195,Sphingolipid metabolism,ST3GAL5
2196,Sphingolipid metabolism,ST6GALNAC2
2197,Sphingolipid metabolism,ST6GALNAC3
2198,Sphingolipid metabolism,ST6GALNAC5
2199,Sphingolipid metabolism,ST6GALNAC6
2200,Sphingolipid metabolism,ST8SIA1
2201,Sphingolipid metabolism,ST8SIA4
2202,Sphingolipid metabolism,ST8SIA5
2203,Sphingolipid metabolism,STT3A
2204,Sphingolipid metabolism,STT3B
2205,Sphingolipid metabolism,UGCG
2206,Sphingolipid metabolism,UGGT1
2207,Sphingolipid metabolism,UGGT2
2208,Squalene and cholesterol synthesis,DHCR24
2209,Squalene and cholesterol synthesis,IDI1
2210,Squalene and cholesterol synthesis,IDI2
2211,Squalene and cholesterol synthesis,MVD
2212,Squalene and cholesterol synthesis,MVK
2213,Squalene and cholesterol synthesis,PMVK
2214,Starch and sucrose metabolism,AGL
2215,Starch and sucrose metabolism,AMY1A
2216,Starch and sucrose metabolism,AMY1B
2217,Starch and sucrose metabolism,AMY1C
2218,Starch and sucrose metabolism,AMY2A
2219,Starch and sucrose metabolism,AMY2B
2220,Starch and sucrose metabolism,ATHL1
2221,Starch and sucrose metabolism,ENPP1
2222,Starch and sucrose metabolism,ENPP2
2223,Starch and sucrose metabolism,ENPP3
2224,Starch and sucrose metabolism,GAA
2225,Starch and sucrose metabolism,GANC
2226,Starch and sucrose metabolism,GBE1
2227,Starch and sucrose metabolism,GYG1
2228,Starch and sucrose metabolism,GYG2
2229,Starch and sucrose metabolism,GYS1
2230,Starch and sucrose metabolism,GYS2
2231,Starch and sucrose metabolism,LYZL1
2232,Starch and sucrose metabolism,MGAM
2233,Starch and sucrose metabolism,PGM2L1
2234,Starch and sucrose metabolism,PYGB
2235,Starch and sucrose metabolism,PYGL
2236,Starch and sucrose metabolism,PYGM
2237,Starch and sucrose metabolism,SI
2238,Starch and sucrose metabolism,SLC3A1
2239,Starch and sucrose metabolism,SLC3A2
2240,Starch and sucrose metabolism,SLC7A9
2241,Starch and sucrose metabolism,TREH
2242,Starch and sucrose metabolism,UGDH
2243,Steroid metabolism,158160_AT1
2244,Steroid metabolism,AKR1C1
2245,Steroid metabolism,AKR1C4
2246,Steroid metabolism,COQ6
2247,Steroid metabolism,CYP11A1
2248,Steroid metabolism,CYP11B1
2249,Steroid metabolism,CYP11B2
2250,Steroid metabolism,CYP17A1
2251,Steroid metabolism,CYP19A1
2252,Steroid metabolism,CYP1B1
2253,Steroid metabolism,CYP21A2
2254,Steroid metabolism,CYP2D6
2255,Steroid metabolism,CYP2E1
2256,Steroid metabolism,CYP3A4
2257,Steroid metabolism,CYP3A43
2258,Steroid metabolism,CYP3A7
2259,Steroid metabolism,CYP4V2
2260,Steroid metabolism,HADH
2261,Steroid metabolism,HADHA
2262,Steroid metabolism,HSD11B1
2263,Steroid metabolism,HSD11B2
2264,Steroid metabolism,HSD17B1
2265,Steroid metabolism,HSD17B10
2266,Steroid metabolism,HSD17B11
2267,Steroid metabolism,HSD17B12
2268,Steroid metabolism,HSD17B2
2269,Steroid metabolism,HSD17B3
2270,Steroid metabolism,HSD17B4
2271,Steroid metabolism,HSD17B6
2272,Steroid metabolism,HSD17B7
2273,Steroid metabolism,HSD17B8
2274,Steroid metabolism,HSD3B1
2275,Steroid metabolism,HSD3B2
2276,Steroid metabolism,RDH8
2277,Steroid metabolism,SRD5A1
2278,Steroid metabolism,SRD5A2
2279,Steroid metabolism,STS
2280,Steroid metabolism,SULT1A1
2281,Steroid metabolism,SULT1A3
2282,Steroid metabolism,SULT1E1
2283,Steroid metabolism,SULT2A1
2284,Steroid metabolism,SULT2B1
2285,Steroid metabolism,UGT1A1
2286,Steroid metabolism,UGT1A10
2287,Steroid metabolism,UGT1A3
2288,Steroid metabolism,UGT1A4
2289,Steroid metabolism,UGT1A5
2290,Steroid metabolism,UGT1A6
2291,Steroid metabolism,UGT1A7
2292,Steroid metabolism,UGT1A8
2293,Steroid metabolism,UGT1A9
2294,Steroid metabolism,UGT2B17
2295,Steroid metabolism,UGT2B28
2296,Steroid metabolism,UGT2B4
2297,Steroid metabolism,UGT2B7
2298,Taurine and hypotaurine metabolism,ADO
2299,Taurine and hypotaurine metabolism,CDO1
2300,Taurine and hypotaurine metabolism,CSAD
2301,Taurine and hypotaurine metabolism,GAD1
2302,Taurine and hypotaurine metabolism,GAD2
2303,Taurine and hypotaurine metabolism,SLC6A6
2304,Tetrahydrobiopterin metabolism,ALPI
2305,Tetrahydrobiopterin metabolism,ALPL
2306,Tetrahydrobiopterin metabolism,ALPP
2307,Tetrahydrobiopterin metabolism,ALPPL2
2308,Tetrahydrobiopterin metabolism,GCH1
2309,Tetrahydrobiopterin metabolism,PAH
2310,Tetrahydrobiopterin metabolism,PCBD1
2311,Tetrahydrobiopterin metabolism,PCBD2
2312,Tetrahydrobiopterin metabolism,PTS
2313,Tetrahydrobiopterin metabolism,QDPR
2314,Tetrahydrobiopterin metabolism,SPR
2315,Tetrahydrobiopterin metabolism,TPH1
2316,Tetrahydrobiopterin metabolism,TPH2
2317,Thiamine metabolism,THTPA
2318,Thiamine metabolism,TPK1
2319,Transport endoplasmic reticular,ABCC1
2320,Transport endoplasmic reticular,COL4A3BP
2321,Transport endoplasmic reticular,CP
2322,Transport endoplasmic reticular,CRAT
2323,Transport endoplasmic reticular,CYP8B1
2324,Transport endoplasmic reticular,FABP1
2325,Transport endoplasmic reticular,PTGS1
2326,Transport endoplasmic reticular,PTGS2
2327,Transport endoplasmic reticular,SLC22A5
2328,Transport endoplasmic reticular,SLC25A20
2329,Transport endoplasmic reticular,SLC27A5
2330,Transport endoplasmic reticular,SLC33A1
2331,Transport endoplasmic reticular,SLC35A2
2332,Transport endoplasmic reticular,SLC35A3
2333,Transport endoplasmic reticular,SLC35D1
2334,Transport endoplasmic reticular,SLC37A4
2335,Transport extracellular,0
2336,Transport extracellular,386757_AT1
2337,Transport extracellular,ABCA1
2338,Transport extracellular,ABCA3
2339,Transport extracellular,ABCA4
2340,Transport extracellular,ABCA8
2341,Transport extracellular,ABCB1
2342,Transport extracellular,ABCB11
2343,Transport extracellular,ABCB4
2344,Transport extracellular,ABCB6
2345,Transport extracellular,ABCC1
2346,Transport extracellular,ABCC11
2347,Transport extracellular,ABCC2
2348,Transport extracellular,ABCC3
2349,Transport extracellular,ABCC4
2350,Transport extracellular,ABCC5
2351,Transport extracellular,ABCC8
2352,Transport extracellular,ABCC9
2353,Transport extracellular,ABCG2
2354,Transport extracellular,ABCG5
2355,Transport extracellular,ABCG8
2356,Transport extracellular,ACE2
2357,Transport extracellular,ACP1
2358,Transport extracellular,ALPI
2359,Transport extracellular,AMT
2360,Transport extracellular,AQP1
2361,Transport extracellular,AQP10
2362,Transport extracellular,AQP2
2363,Transport extracellular,AQP3
2364,Transport extracellular,AQP4
2365,Transport extracellular,AQP5
2366,Transport extracellular,AQP7
2367,Transport extracellular,AQP8
2368,Transport extracellular,AQP9
2369,Transport extracellular,ATP10A
2370,Transport extracellular,ATP11A
2371,Transport extracellular,ATP11C
2372,Transport extracellular,ATP1A1
2373,Transport extracellular,ATP1A2
2374,Transport extracellular,ATP1A3
2375,Transport extracellular,ATP1A4
2376,Transport extracellular,ATP1B1
2377,Transport extracellular,ATP1B2
2378,Transport extracellular,ATP1B3
2379,Transport extracellular,ATP1B4
2380,Transport extracellular,ATP2B1
2381,Transport extracellular,ATP2B2
2382,Transport extracellular,ATP2B3
2383,Transport extracellular,ATP2B4
2384,Transport extracellular,ATP4A
2385,Transport extracellular,ATP4B
2386,Transport extracellular,ATP8A1
2387,Transport extracellular,ATP8B1
2388,Transport extracellular,ATP8B2
2389,Transport extracellular,BSG
2390,Transport extracellular,CD36
2391,Transport extracellular,CD38
2392,Transport extracellular,CFTR
2393,Transport extracellular,CNDP1
2394,Transport extracellular,CNDP2
2395,Transport extracellular,CP
2396,Transport extracellular,DPEP1
2397,Transport extracellular,FABP1
2398,Transport extracellular,FABP12
2399,Transport extracellular,FABP2
2400,Transport extracellular,FABP3
2401,Transport extracellular,FABP4
2402,Transport extracellular,FABP5
2403,Transport extracellular,FABP6
2404,Transport extracellular,FABP7
2405,Transport extracellular,FABP9
2406,Transport extracellular,FLVCR1
2407,Transport extracellular,FOLR1
2408,Transport extracellular,FOLR2
2409,Transport extracellular,FOLR3
2410,Transport extracellular,GLTP
2411,Transport extracellular,HNMT
2412,Transport extracellular,KCNJ11
2413,Transport extracellular,KCNJ8
2414,Transport extracellular,LAP3
2415,Transport extracellular,LIPA
2416,Transport extracellular,LPL
2417,Transport extracellular,MIP
2418,Transport extracellular,NPC1L1
2419,Transport extracellular,PEPD
2420,Transport extracellular,PRODH2
2421,Transport extracellular,RALBP1
2422,Transport extracellular,RBP1
2423,Transport extracellular,RBP2
2424,Transport extracellular,RBP4
2425,Transport extracellular,RHAG
2426,Transport extracellular,RHBG
2427,Transport extracellular,RHCG
2428,Transport extracellular,SCARB1
2429,Transport extracellular,SLC10A1
2430,Transport extracellular,SLC10A2
2431,Transport extracellular,SLC10A6
2432,Transport extracellular,SLC11A1
2433,Transport extracellular,SLC11A2
2434,Transport extracellular,SLC12A1
2435,Transport extracellular,SLC12A2
2436,Transport extracellular,SLC12A3
2437,Transport extracellular,SLC12A4
2438,Transport extracellular,SLC12A5
2439,Transport extracellular,SLC12A6
2440,Transport extracellular,SLC12A7
2441,Transport extracellular,SLC13A1
2442,Transport extracellular,SLC13A2
2443,Transport extracellular,SLC13A3
2444,Transport extracellular,SLC13A4
2445,Transport extracellular,SLC13A5
2446,Transport extracellular,SLC14A1
2447,Transport extracellular,SLC14A2
2448,Transport extracellular,SLC15A1
2449,Transport extracellular,SLC15A2
2450,Transport extracellular,SLC16A1
2451,Transport extracellular,SLC16A10
2452,Transport extracellular,SLC16A2
2453,Transport extracellular,SLC16A3
2454,Transport extracellular,SLC16A7
2455,Transport extracellular,SLC16A8
2456,Transport extracellular,SLC17A1
2457,Transport extracellular,SLC17A2
2458,Transport extracellular,SLC17A3
2459,Transport extracellular,SLC17A4
2460,Transport extracellular,SLC17A6
2461,Transport extracellular,SLC17A7
2462,Transport extracellular,SLC17A8
2463,Transport extracellular,SLC18A1
2464,Transport extracellular,SLC18A2
2465,Transport extracellular,SLC18A3
2466,Transport extracellular,SLC19A1
2467,Transport extracellular,SLC19A2
2468,Transport extracellular,SLC19A3
2469,Transport extracellular,SLC1A1
2470,Transport extracellular,SLC1A2
2471,Transport extracellular,SLC1A3
2472,Transport extracellular,SLC1A4
2473,Transport extracellular,SLC1A5
2474,Transport extracellular,SLC1A6
2475,Transport extracellular,SLC1A7
2476,Transport extracellular,SLC20A1
2477,Transport extracellular,SLC20A2
2478,Transport extracellular,SLC22A1
2479,Transport extracellular,SLC22A10
2480,Transport extracellular,SLC22A11
2481,Transport extracellular,SLC22A12
2482,Transport extracellular,SLC22A13
2483,Transport extracellular,SLC22A2
2484,Transport extracellular,SLC22A3
2485,Transport extracellular,SLC22A4
2486,Transport extracellular,SLC22A5
2487,Transport extracellular,SLC22A6
2488,Transport extracellular,SLC22A7
2489,Transport extracellular,SLC22A8
2490,Transport extracellular,SLC23A1
2491,Transport extracellular,SLC23A2
2492,Transport extracellular,SLC24A1
2493,Transport extracellular,SLC24A2
2494,Transport extracellular,SLC24A3
2495,Transport extracellular,SLC24A4
2496,Transport extracellular,SLC25A1
2497,Transport extracellular,SLC25A19
2498,Transport extracellular,SLC25A21
2499,Transport extracellular,SLC26A1
2500,Transport extracellular,SLC26A11
2501,Transport extracellular,SLC26A2
2502,Transport extracellular,SLC26A3
2503,Transport extracellular,SLC26A4
2504,Transport extracellular,SLC26A6
2505,Transport extracellular,SLC26A7
2506,Transport extracellular,SLC26A8
2507,Transport extracellular,SLC26A9
2508,Transport extracellular,SLC27A1
2509,Transport extracellular,SLC27A2
2510,Transport extracellular,SLC27A3
2511,Transport extracellular,SLC27A4
2512,Transport extracellular,SLC27A5
2513,Transport extracellular,SLC27A6
2514,Transport extracellular,SLC28A1
2515,Transport extracellular,SLC28A2
2516,Transport extracellular,SLC28A3
2517,Transport extracellular,SLC29A1
2518,Transport extracellular,SLC29A2
2519,Transport extracellular,SLC29A4
2520,Transport extracellular,SLC2A1
2521,Transport extracellular,SLC2A10
2522,Transport extracellular,SLC2A11
2523,Transport extracellular,SLC2A12
2524,Transport extracellular,SLC2A13
2525,Transport extracellular,SLC2A14
2526,Transport extracellular,SLC2A2
2527,Transport extracellular,SLC2A3
2528,Transport extracellular,SLC2A4
2529,Transport extracellular,SLC2A5
2530,Transport extracellular,SLC2A6
2531,Transport extracellular,SLC2A7
2532,Transport extracellular,SLC2A8
2533,Transport extracellular,SLC2A9
2534,Transport extracellular,SLC30A1
2535,Transport extracellular,SLC32A1
2536,Transport extracellular,SLC33A1
2537,Transport extracellular,SLC34A1
2538,Transport extracellular,SLC34A2
2539,Transport extracellular,SLC34A3
2540,Transport extracellular,SLC36A1
2541,Transport extracellular,SLC36A2
2542,Transport extracellular,SLC36A4
2543,Transport extracellular,SLC38A1
2544,Transport extracellular,SLC38A2
2545,Transport extracellular,SLC38A3
2546,Transport extracellular,SLC38A4
2547,Transport extracellular,SLC38A5
2548,Transport extracellular,SLC3A1
2549,Transport extracellular,SLC3A2
2550,Transport extracellular,SLC40A1
2551,Transport extracellular,SLC43A1
2552,Transport extracellular,SLC43A2
2553,Transport extracellular,SLC46A1
2554,Transport extracellular,SLC47A1
2555,Transport extracellular,SLC47A2
2556,Transport extracellular,SLC4A1
2557,Transport extracellular,SLC4A10
2558,Transport extracellular,SLC4A2
2559,Transport extracellular,SLC4A3
2560,Transport extracellular,SLC4A4
2561,Transport extracellular,SLC4A5
2562,Transport extracellular,SLC4A7
2563,Transport extracellular,SLC4A8
2564,Transport extracellular,SLC4A9
2565,Transport extracellular,SLC51A
2566,Transport extracellular,SLC51B
2567,Transport extracellular,SLC52A1
2568,Transport extracellular,SLC52A2
2569,Transport extracellular,SLC52A3
2570,Transport extracellular,SLC5A1
2571,Transport extracellular,SLC5A10
2572,Transport extracellular,SLC5A11
2573,Transport extracellular,SLC5A12
2574,Transport extracellular,SLC5A2
2575,Transport extracellular,SLC5A3
2576,Transport extracellular,SLC5A5
2577,Transport extracellular,SLC5A6
2578,Transport extracellular,SLC5A7
2579,Transport extracellular,SLC5A8
2580,Transport extracellular,SLC5A9
2581,Transport extracellular,SLC6A1
2582,Transport extracellular,SLC6A11
2583,Transport extracellular,SLC6A12
2584,Transport extracellular,SLC6A13
2585,Transport extracellular,SLC6A14
2586,Transport extracellular,SLC6A18
2587,Transport extracellular,SLC6A19
2588,Transport extracellular,SLC6A2
2589,Transport extracellular,SLC6A20
2590,Transport extracellular,SLC6A3
2591,Transport extracellular,SLC6A4
2592,Transport extracellular,SLC6A5
2593,Transport extracellular,SLC6A6
2594,Transport extracellular,SLC6A7
2595,Transport extracellular,SLC6A8
2596,Transport extracellular,SLC6A9
2597,Transport extracellular,SLC7A1
2598,Transport extracellular,SLC7A10
2599,Transport extracellular,SLC7A11
2600,Transport extracellular,SLC7A2
2601,Transport extracellular,SLC7A3
2602,Transport extracellular,SLC7A5
2603,Transport extracellular,SLC7A6
2604,Transport extracellular,SLC7A7
2605,Transport extracellular,SLC7A8
2606,Transport extracellular,SLC7A9
2607,Transport extracellular,SLC8A1
2608,Transport extracellular,SLC8A2
2609,Transport extracellular,SLC8A3
2610,Transport extracellular,SLC9A1
2611,Transport extracellular,SLC9A2
2612,Transport extracellular,SLC9A3
2613,Transport extracellular,SLC9A4
2614,Transport extracellular,SLC9A5
2615,Transport extracellular,SLCO1A2
2616,Transport extracellular,SLCO1B1
2617,Transport extracellular,SLCO1B3
2618,Transport extracellular,SLCO1C1
2619,Transport extracellular,SLCO2A1
2620,Transport extracellular,SLCO2B1
2621,Transport extracellular,SLCO3A1
2622,Transport extracellular,SLCO4A1
2623,Transport extracellular,STRA6
2624,Transport extracellular,SULT2A1
2625,Transport extracellular,TMEM27
2626,Transport extracellular,TPP1
2627,Transport golgi apparatus,ABCA1
2628,Transport golgi apparatus,COL4A3BP
2629,Transport golgi apparatus,HDLBP
2630,Transport golgi apparatus,NPC1
2631,Transport golgi apparatus,SLC2A1
2632,Transport golgi apparatus,SLC35A1
2633,Transport golgi apparatus,SLC35A2
2634,Transport golgi apparatus,SLC35B2
2635,Transport golgi apparatus,SLC35B4
2636,Transport golgi apparatus,SLC35C1
2637,Transport golgi apparatus,SLC35D2
2638,Transport golgi apparatus,SLC9A7
2639,Transport golgi apparatus,SLC9A8
2640,Transport lysosomal,ATP6V0A1
2641,Transport lysosomal,ATP6V0A2
2642,Transport lysosomal,ATP6V0A4
2643,Transport lysosomal,ATP6V0B
2644,Transport lysosomal,ATP6V0C
2645,Transport lysosomal,ATP6V0D1
2646,Transport lysosomal,ATP6V0D2
2647,Transport lysosomal,ATP6V0E1
2648,Transport lysosomal,ATP6V1A
2649,Transport lysosomal,ATP6V1B1
2650,Transport lysosomal,ATP6V1B2
2651,Transport lysosomal,ATP6V1C1
2652,Transport lysosomal,ATP6V1C2
2653,Transport lysosomal,ATP6V1D
2654,Transport lysosomal,ATP6V1E1
2655,Transport lysosomal,ATP6V1E2
2656,Transport lysosomal,ATP6V1F
2657,Transport lysosomal,ATP6V1G1
2658,Transport lysosomal,ATP6V1G2
2659,Transport lysosomal,ATP6V1G3
2660,Transport lysosomal,ATP6V1H
2661,Transport lysosomal,SLC17A5
2662,Transport lysosomal,SLC27A5
2663,Transport lysosomal,SLC29A3
2664,Transport lysosomal,SLC36A1
2665,Transport lysosomal,TCIRG1
2666,Transport mitochondrial,ABAT
2667,Transport mitochondrial,ABCB6
2668,Transport mitochondrial,AQP8
2669,Transport mitochondrial,AQP9
2670,Transport mitochondrial,ATP10A
2671,Transport mitochondrial,ATP8A1
2672,Transport mitochondrial,CPT2
2673,Transport mitochondrial,CRAT
2674,Transport mitochondrial,CYP8B1
2675,Transport mitochondrial,DBI
2676,Transport mitochondrial,FTCD
2677,Transport mitochondrial,MMAA
2678,Transport mitochondrial,MPC1
2679,Transport mitochondrial,MPC2
2680,Transport mitochondrial,SLC16A1
2681,Transport mitochondrial,SLC16A7
2682,Transport mitochondrial,SLC22A1
2683,Transport mitochondrial,SLC22A4
2684,Transport mitochondrial,SLC22A9
2685,Transport mitochondrial,SLC25A1
2686,Transport mitochondrial,SLC25A10
2687,Transport mitochondrial,SLC25A11
2688,Transport mitochondrial,SLC25A12
2689,Transport mitochondrial,SLC25A13
2690,Transport mitochondrial,SLC25A14
2691,Transport mitochondrial,SLC25A15
2692,Transport mitochondrial,SLC25A16
2693,Transport mitochondrial,SLC25A18
2694,Transport mitochondrial,SLC25A19
2695,Transport mitochondrial,SLC25A2
2696,Transport mitochondrial,SLC25A20
2697,Transport mitochondrial,SLC25A22
2698,Transport mitochondrial,SLC25A26
2699,Transport mitochondrial,SLC25A27
2700,Transport mitochondrial,SLC25A28
2701,Transport mitochondrial,SLC25A29
2702,Transport mitochondrial,SLC25A37
2703,Transport mitochondrial,SLC25A4
2704,Transport mitochondrial,SLC25A5
2705,Transport mitochondrial,SLC25A6
2706,Transport mitochondrial,SLC27A2
2707,Transport mitochondrial,SLC27A5
2708,Transport mitochondrial,SLC29A1
2709,Transport mitochondrial,SLC29A2
2710,Transport mitochondrial,SLC37A1
2711,Transport mitochondrial,STARD3
2712,Transport mitochondrial,UCP1
2713,Transport mitochondrial,UCP2
2714,Transport mitochondrial,UCP3
2715,Transport nuclear,PTGS1
2716,Transport nuclear,PTGS2
2717,Transport nuclear,SLC29A1
2718,Transport nuclear,SLC29A2
2719,Transport peroxisomal,8041_AT1
2720,Transport peroxisomal,ABCD1
2721,Transport peroxisomal,ABCD2
2722,Transport peroxisomal,ABCD3
2723,Transport peroxisomal,CRAT
2724,Transport peroxisomal,CROT
2725,Transport peroxisomal,CYP8B1
2726,Transport peroxisomal,SCP2
2727,Transport peroxisomal,SLC16A1
2728,Transport peroxisomal,SLC25A1
2729,Transport peroxisomal,SLC25A20
2730,Transport peroxisomal,SLC27A2
2731,Transport peroxisomal,SLC27A5
2732,Transport peroxisomal,SLC6A6
2733,Triacylglycerol synthesis,AGPAT1
2734,Triacylglycerol synthesis,AGPAT2
2735,Triacylglycerol synthesis,AGPAT3
2736,Triacylglycerol synthesis,AGPAT4
2737,Triacylglycerol synthesis,AGPAT5
2738,Triacylglycerol synthesis,CEL
2739,Triacylglycerol synthesis,DGAT1
2740,Triacylglycerol synthesis,DGAT2
2741,Triacylglycerol synthesis,GPAM
2742,Triacylglycerol synthesis,GPAT4
2743,Triacylglycerol synthesis,LIPC
2744,Triacylglycerol synthesis,LPL
2745,Triacylglycerol synthesis,MBOAT2
2746,Triacylglycerol synthesis,MGLL
2747,Triacylglycerol synthesis,MOGAT1
2748,Triacylglycerol synthesis,MOGAT2
2749,Triacylglycerol synthesis,PLA2G3
2750,Triacylglycerol synthesis,PLPP1
2751,Triacylglycerol synthesis,PLPP2
2752,Triacylglycerol synthesis,PLPP3
2753,Triacylglycerol synthesis,PNPLA3
2754,Tryptophan metabolism,AADAT
2755,Tryptophan metabolism,AANAT
2756,Tryptophan metabolism,ACAT1
2757,Tryptophan metabolism,ACAT2
2758,Tryptophan metabolism,ACMSD
2759,Tryptophan metabolism,AFMID
2760,Tryptophan metabolism,ALDH1A1
2761,Tryptophan metabolism,ALDH1A2
2762,Tryptophan metabolism,ALDH1B1
2763,Tryptophan metabolism,ALDH2
2764,Tryptophan metabolism,ALDH3A2
2765,Tryptophan metabolism,ALDH4A1
2766,Tryptophan metabolism,ALDH7A1
2767,Tryptophan metabolism,ALDH9A1
2768,Tryptophan metabolism,AOC1
2769,Tryptophan metabolism,AOC2
2770,Tryptophan metabolism,AOX1
2771,Tryptophan metabolism,ASMT
2772,Tryptophan metabolism,AUH
2773,Tryptophan metabolism,CYP1A1
2774,Tryptophan metabolism,CYP1A2
2775,Tryptophan metabolism,CYP1B1
2776,Tryptophan metabolism,CYP2C19
2777,Tryptophan metabolism,DDC
2778,Tryptophan metabolism,ECH1
2779,Tryptophan metabolism,ECHS1
2780,Tryptophan metabolism,EHHADH
2781,Tryptophan metabolism,GCDH
2782,Tryptophan metabolism,HAAO
2783,Tryptophan metabolism,HADH
2784,Tryptophan metabolism,HADHA
2785,Tryptophan metabolism,HADHB
2786,Tryptophan metabolism,HSD17B10
2787,Tryptophan metabolism,HSD17B4
2788,Tryptophan metabolism,IDO1
2789,Tryptophan metabolism,IDO2
2790,Tryptophan metabolism,KMO
2791,Tryptophan metabolism,KYAT1
2792,Tryptophan metabolism,KYNU
2793,Tryptophan metabolism,MAOA
